Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_18_69,VPWR,li1,37.9500,62.5600,1.799971
FILLER_18_29,VPWR,li1,19.7800,62.5600,1.799984
FILLER_18_3,VPWR,li1,7.1300,62.5600,1.799982
FILLER_17_130,VPWR,li1,66.0100,57.1200,1.799950
FILLER_17_118,VPWR,li1,62.5600,57.1200,1.799950
FILLER_17_96,VPWR,li1,50.6000,57.1200,1.799952
FILLER_17_84,VPWR,li1,46.9200,57.1200,1.799953
FILLER_17_72,VPWR,li1,41.4000,57.1200,1.799955
FILLER_17_65,VPWR,li1,36.1100,57.1200,1.799957
FILLER_17_57,VPWR,li1,33.5800,57.1200,1.799958
FILLER_17_53,VPWR,li1,30.5900,57.1200,1.799959
FILLER_17_45,VPWR,li1,28.0600,57.1200,1.799961
FILLER_17_28,VPWR,li1,18.8600,57.1200,1.799969
FILLER_17_3,VPWR,li1,7.5900,57.1200,1.799967
FILLER_16_121,VPWR,li1,63.0200,57.1200,1.799950
FILLER_16_111,VPWR,li1,57.2700,57.1200,1.799950
FILLER_16_102,VPWR,li1,52.9000,57.1200,1.799951
FILLER_16_94,VPWR,li1,50.6000,57.1200,1.799952
FILLER_16_85,VPWR,li1,45.0800,57.1200,1.799954
FILLER_16_74,VPWR,li1,40.4800,57.1200,1.799955
FILLER_16_62,VPWR,li1,36.8000,57.1200,1.799957
FILLER_16_50,VPWR,li1,31.2800,57.1200,1.799959
FILLER_16_29,VPWR,li1,19.0900,57.1200,1.799969
FILLER_16_27,VPWR,li1,18.1700,57.1200,1.799968
FILLER_15_131,VPWR,li1,66.2400,51.6800,1.799868
FILLER_15_113,VPWR,li1,57.9600,51.6800,1.799869
FILLER_15_98,VPWR,li1,51.0600,51.6800,1.799877
FILLER_15_90,VPWR,li1,48.7600,51.6800,1.799883
FILLER_15_78,VPWR,li1,44.1600,51.6800,1.799894
FILLER_15_66,VPWR,li1,38.6400,51.6800,1.799908
FILLER_15_38,VPWR,li1,24.3800,51.6800,1.799951
FILLER_15_7,VPWR,li1,9.4300,51.6800,1.799961
FILLER_14_130,VPWR,li1,66.0100,51.6800,1.799868
FILLER_14_122,VPWR,li1,63.4800,51.6800,1.799868
FILLER_14_93,VPWR,li1,48.5300,51.6800,1.799883
FILLER_14_85,VPWR,li1,46.4600,51.6800,1.799888
FILLER_14_63,VPWR,li1,35.4200,51.6800,1.799922
FILLER_14_40,VPWR,li1,25.3000,51.6800,1.799951
FILLER_14_33,VPWR,li1,20.9300,51.6800,1.799963
FILLER_14_29,VPWR,li1,19.7800,51.6800,1.799962
FILLER_14_27,VPWR,li1,18.1700,51.6800,1.799962
FILLER_14_23,VPWR,li1,17.0200,51.6800,1.799962
FILLER_14_7,VPWR,li1,9.2000,51.6800,1.799961
FILLER_13_128,VPWR,li1,64.6300,46.2400,1.799932
FILLER_13_119,VPWR,li1,60.4900,46.2400,1.799934
FILLER_13_113,VPWR,li1,58.8800,46.2400,1.799934
FILLER_13_111,VPWR,li1,56.8100,46.2400,1.799935
FILLER_13_103,VPWR,li1,54.7400,46.2400,1.799936
FILLER_13_92,VPWR,li1,48.3000,46.2400,1.799941
FILLER_13_44,VPWR,li1,28.5200,46.2400,1.799968
FILLER_13_32,VPWR,li1,23.0000,46.2400,1.799977
FILLER_13_20,VPWR,li1,17.4800,46.2400,1.799980
FILLER_13_3,VPWR,li1,7.1300,46.2400,1.799977
FILLER_12_131,VPWR,li1,66.2400,46.2400,1.799932
FILLER_12_109,VPWR,li1,56.3500,46.2400,1.799936
FILLER_12_63,VPWR,li1,34.7300,46.2400,1.799960
FILLER_12_55,VPWR,li1,32.6600,46.2400,1.799964
FILLER_12_35,VPWR,li1,24.3800,46.2400,1.799977
FILLER_12_27,VPWR,li1,18.1700,46.2400,1.799980
FILLER_12_23,VPWR,li1,17.0200,46.2400,1.799980
FILLER_12_7,VPWR,li1,9.2000,46.2400,1.799977
FILLER_11_113,VPWR,li1,57.7300,40.8000,1.799895
FILLER_11_81,VPWR,li1,43.2400,40.8000,1.799903
FILLER_11_57,VPWR,li1,32.6600,40.8000,1.799929
FILLER_11_52,VPWR,li1,30.3600,40.8000,1.799938
FILLER_11_20,VPWR,li1,15.6400,40.8000,1.799958
FILLER_11_3,VPWR,li1,7.1300,40.8000,1.799956
FILLER_10_131,VPWR,li1,66.2400,40.8000,1.799893
FILLER_10_114,VPWR,li1,58.1900,40.8000,1.799895
FILLER_10_98,VPWR,li1,50.8300,40.8000,1.799899
FILLER_10_94,VPWR,li1,49.6800,40.8000,1.799899
FILLER_10_85,VPWR,li1,44.8500,40.8000,1.799903
FILLER_10_82,VPWR,li1,43.7000,40.8000,1.799903
FILLER_10_75,VPWR,li1,40.2500,40.8000,1.799906
FILLER_10_71,VPWR,li1,39.1000,40.8000,1.799908
FILLER_10_59,VPWR,li1,35.4200,40.8000,1.799916
FILLER_10_45,VPWR,li1,26.6800,40.8000,1.799944
FILLER_10_27,VPWR,li1,18.1700,40.8000,1.799958
FILLER_10_23,VPWR,li1,17.0200,40.8000,1.799958
FILLER_10_11,VPWR,li1,13.3400,40.8000,1.799957
FILLER_9_132,VPWR,li1,66.4700,35.3600,1.799939
FILLER_9_103,VPWR,li1,53.3600,35.3600,1.799943
FILLER_9_71,VPWR,li1,38.6400,35.3600,1.799951
FILLER_9_63,VPWR,li1,36.3400,35.3600,1.799953
FILLER_9_57,VPWR,li1,32.2000,35.3600,1.799956
FILLER_9_53,VPWR,li1,30.5900,35.3600,1.799956
FILLER_9_36,VPWR,li1,22.5400,35.3600,1.799965
FILLER_9_18,VPWR,li1,14.0300,35.3600,1.799963
FILLER_9_6,VPWR,li1,11.0400,35.3600,1.799963
FILLER_8_99,VPWR,li1,51.2900,35.3600,1.799945
FILLER_8_93,VPWR,li1,49.6800,35.3600,1.799945
FILLER_8_82,VPWR,li1,43.7000,35.3600,1.799948
FILLER_8_25,VPWR,li1,17.7100,35.3600,1.799963
FILLER_8_17,VPWR,li1,15.1800,35.3600,1.799963
FILLER_8_3,VPWR,li1,8.2800,35.3600,1.799963
FILLER_7_131,VPWR,li1,66.2400,29.9200,1.799892
FILLER_7_113,VPWR,li1,57.9600,29.9200,1.799893
FILLER_7_103,VPWR,li1,53.3600,29.9200,1.799895
FILLER_7_96,VPWR,li1,50.1400,29.9200,1.799896
FILLER_7_88,VPWR,li1,47.8400,29.9200,1.799901
FILLER_7_55,VPWR,li1,31.0500,29.9200,1.799942
FILLER_7_49,VPWR,li1,29.4400,29.9200,1.799948
FILLER_7_35,VPWR,li1,22.0800,29.9200,1.799967
FILLER_6_124,VPWR,li1,62.7900,29.9200,1.799892
FILLER_6_85,VPWR,li1,45.5400,29.9200,1.799908
FILLER_6_71,VPWR,li1,38.6400,29.9200,1.799923
FILLER_6_54,VPWR,li1,30.5900,29.9200,1.799948
FILLER_6_48,VPWR,li1,28.9800,29.9200,1.799948
FILLER_6_37,VPWR,li1,23.2300,29.9200,1.799967
FILLER_6_25,VPWR,li1,17.7100,29.9200,1.799965
FILLER_5_96,VPWR,li1,50.1400,24.4800,1.799966
FILLER_5_57,VPWR,li1,32.2000,24.4800,1.799978
FILLER_5_50,VPWR,li1,29.9000,24.4800,1.799980
FILLER_5_38,VPWR,li1,23.6900,24.4800,1.799985
FILLER_5_3,VPWR,li1,8.7400,24.4800,1.799987
FILLER_4_111,VPWR,li1,58.4200,24.4800,1.799961
FILLER_4_104,VPWR,li1,53.5900,24.4800,1.799964
FILLER_4_85,VPWR,li1,45.0800,24.4800,1.799969
FILLER_4_82,VPWR,li1,43.7000,24.4800,1.799969
FILLER_4_62,VPWR,li1,34.2700,24.4800,1.799976
FILLER_4_50,VPWR,li1,31.2800,24.4800,1.799980
FILLER_4_27,VPWR,li1,18.1700,24.4800,1.799987
FILLER_4_16,VPWR,li1,13.1100,24.4800,1.799987
FILLER_4_6,VPWR,li1,8.7400,24.4800,1.799987
FILLER_3_128,VPWR,li1,64.6300,19.0400,1.799936
FILLER_3_121,VPWR,li1,61.4100,19.0400,1.799936
FILLER_3_111,VPWR,li1,56.8100,19.0400,1.799939
FILLER_3_105,VPWR,li1,55.2000,19.0400,1.799939
FILLER_3_87,VPWR,li1,46.2300,19.0400,1.799947
FILLER_3_62,VPWR,li1,34.2700,19.0400,1.799961
FILLER_3_32,VPWR,li1,20.9300,19.0400,1.799980
FILLER_3_7,VPWR,li1,8.9700,19.0400,1.799978
FILLER_3_3,VPWR,li1,7.8200,19.0400,1.799978
FILLER_2_81,VPWR,li1,43.4700,19.0400,1.799949
FILLER_2_29,VPWR,li1,19.3200,19.0400,1.799980
FILLER_2_24,VPWR,li1,17.4800,19.0400,1.799979
FILLER_2_6,VPWR,li1,8.7400,19.0400,1.799978
FILLER_1_113,VPWR,li1,58.1900,13.6000,1.799974
FILLER_1_110,VPWR,li1,56.5800,13.6000,1.799975
FILLER_1_102,VPWR,li1,54.2800,13.6000,1.799976
FILLER_1_85,VPWR,li1,44.8500,13.6000,1.799979
FILLER_1_81,VPWR,li1,43.7000,13.6000,1.799979
FILLER_1_69,VPWR,li1,40.0200,13.6000,1.799981
FILLER_1_57,VPWR,li1,34.5000,13.6000,1.799984
FILLER_1_53,VPWR,li1,30.5900,13.6000,1.799986
FILLER_1_42,VPWR,li1,25.5300,13.6000,1.799989
FILLER_1_3,VPWR,li1,7.3600,13.6000,1.799990
FILLER_0_113,VPWR,li1,59.3400,13.6000,1.799974
FILLER_0_109,VPWR,li1,56.3500,13.6000,1.799975
FILLER_0_97,VPWR,li1,52.9000,13.6000,1.799976
FILLER_0_85,VPWR,li1,47.3800,13.6000,1.799977
FILLER_0_81,VPWR,li1,43.4700,13.6000,1.799979
FILLER_0_69,VPWR,li1,40.0200,13.6000,1.799981
FILLER_0_57,VPWR,li1,34.5000,13.6000,1.799984
FILLER_0_55,VPWR,li1,31.0500,13.6000,1.799986
FILLER_0_48,VPWR,li1,28.5200,13.6000,1.799988
FILLER_0_41,VPWR,li1,25.3000,13.6000,1.799990
FILLER_0_29,VPWR,li1,21.6200,13.6000,1.799991
FILLER_0_27,VPWR,li1,18.1700,13.6000,1.799990
FILLER_0_21,VPWR,li1,15.8700,13.6000,1.799990
FILLER_0_15,VPWR,li1,12.6500,13.6000,1.799990
FILLER_0_3,VPWR,li1,9.6600,13.6000,1.799990
hold26,VPWR,li1,19.7800,29.9200,1.799966
hold25,VPWR,li1,13.3400,13.6000,1.799990
hold24,VPWR,li1,28.9800,46.2400,1.799968
hold23,VPWR,li1,40.4800,24.4800,1.799971
hold22,VPWR,li1,29.4400,19.0400,1.799968
hold21,VPWR,li1,23.4600,19.0400,1.799981
hold20,VPWR,li1,20.7000,24.4800,1.799988
hold19,VPWR,li1,28.9800,40.8000,1.799938
hold18,VPWR,li1,41.4000,35.3600,1.799950
hold17,VPWR,li1,48.7600,19.0400,1.799944
hold16,VPWR,li1,32.6600,29.9200,1.799942
hold15,VPWR,li1,46.9200,40.8000,1.799900
hold14,VPWR,li1,52.9000,40.8000,1.799897
hold13,VPWR,li1,64.4000,35.3600,1.799939
hold12,VPWR,li1,62.5600,46.2400,1.799932
hold11,VPWR,li1,64.8600,40.8000,1.799893
hold10,VPWR,li1,60.7200,29.9200,1.799892
hold9,VPWR,li1,64.8600,29.9200,1.799892
hold8,VPWR,li1,9.2000,68.0000,1.799980
hold7,VPWR,li1,25.3000,68.0000,1.799977
hold6,VPWR,li1,16.5600,57.1200,1.799968
hold5,VPWR,li1,16.5600,62.5600,1.799983
hold4,VPWR,li1,19.7800,68.0000,1.799981
hold3,VPWR,li1,11.5000,46.2400,1.799977
hold2,VPWR,li1,12.8800,57.1200,1.799967
hold1,VPWR,li1,11.5000,51.6800,1.799961
clkload2,VPWR,li1,50.1400,46.2400,1.799938
clkload1,VPWR,li1,20.7000,57.1200,1.799969
clkload0,VPWR,li1,19.5500,35.3600,1.799963
clkbuf_2_3__f_clk,VPWR,li1,53.3600,51.6800,1.799871
clkbuf_2_2__f_clk,VPWR,li1,51.0600,29.9200,1.799896
clkbuf_2_1__f_clk,VPWR,li1,23.9200,57.1200,1.799963
clkbuf_2_0__f_clk,VPWR,li1,23.4600,35.3600,1.799965
clkbuf_0_clk,VPWR,li1,38.1800,40.8000,1.799908
fanout46,VPWR,li1,62.5600,35.3600,1.799940
fanout45,VPWR,li1,43.2400,29.9200,1.799912
fanout44,VPWR,li1,26.9100,62.5600,1.799979
fanout43,VPWR,li1,42.5500,68.0000,1.799954
fanout42,VPWR,li1,51.9800,62.5600,1.799963
fanout41,VPWR,li1,26.6800,51.6800,1.799943
fanout40,VPWR,li1,59.3400,68.0000,1.799944
fanout39,VPWR,li1,60.7200,35.3600,1.799940
output38,VPWR,li1,9.6600,40.8000,1.799956
output37,VPWR,li1,65.7800,35.3600,1.799939
output36,VPWR,li1,63.9400,24.4800,1.799959
output35,VPWR,li1,65.7800,19.0400,1.799936
output34,VPWR,li1,65.7800,24.4800,1.799958
output33,VPWR,li1,62.1000,13.6000,1.799973
output32,VPWR,li1,63.9400,13.6000,1.799973
output31,VPWR,li1,63.9400,13.6000,1.799973
output30,VPWR,li1,65.7800,13.6000,1.799973
output29,VPWR,li1,65.7800,13.6000,1.799973
output28,VPWR,li1,65.7800,46.2400,1.799932
output27,VPWR,li1,7.8200,46.2400,1.799977
output26,VPWR,li1,65.7800,57.1200,1.799950
output25,VPWR,li1,59.3400,73.4400,1.799982
output24,VPWR,li1,62.5600,73.4400,1.799982
output23,VPWR,li1,49.6800,73.4400,1.799984
output22,VPWR,li1,43.2400,73.4400,1.799985
output21,VPWR,li1,36.8000,73.4400,1.799988
output20,VPWR,li1,40.0200,73.4400,1.799986
output19,VPWR,li1,65.7800,24.4800,1.799958
output18,VPWR,li1,7.8200,40.8000,1.799956
output17,VPWR,li1,7.8200,51.6800,1.799961
output16,VPWR,li1,7.8200,57.1200,1.799967
output15,VPWR,li1,11.9600,68.0000,1.799980
output14,VPWR,li1,17.4800,73.4400,1.799995
output13,VPWR,li1,23.9200,73.4400,1.799994
output12,VPWR,li1,17.0200,57.1200,1.799968
output11,VPWR,li1,7.8200,51.6800,1.799961
input10,VPWR,li1,62.3300,40.8000,1.799893
input9,VPWR,li1,52.2100,35.3600,1.799943
input8,VPWR,li1,8.9700,29.9200,1.799962
input7,VPWR,li1,7.5900,29.9200,1.799962
input6,VPWR,li1,7.5900,35.3600,1.799963
input5,VPWR,li1,7.5900,24.4800,1.799987
input4,VPWR,li1,17.2500,13.6000,1.799990
input3,VPWR,li1,7.5900,19.0400,1.799978
input2,VPWR,li1,30.1300,13.6000,1.799986
input1,VPWR,li1,26.9100,13.6000,1.799989
TAP_TAPCELL_ROW_22_95,VPWR,li1,57.2700,73.1330,1.799982
TAP_TAPCELL_ROW_22_94,VPWR,li1,44.3900,73.1330,1.799985
TAP_TAPCELL_ROW_22_93,VPWR,li1,31.5100,73.1330,1.799990
TAP_TAPCELL_ROW_22_92,VPWR,li1,18.6300,73.1330,1.799995
TAP_TAPCELL_ROW_21_91,VPWR,li1,57.2700,68.3060,1.799945
TAP_TAPCELL_ROW_21_90,VPWR,li1,31.5100,68.3060,1.799969
TAP_TAPCELL_ROW_20_89,VPWR,li1,44.3900,67.6930,1.799953
TAP_TAPCELL_ROW_20_88,VPWR,li1,18.6300,67.6930,1.799981
TAP_TAPCELL_ROW_19_87,VPWR,li1,57.2700,62.8660,1.799961
TAP_TAPCELL_ROW_19_86,VPWR,li1,31.5100,62.8660,1.799975
TAP_TAPCELL_ROW_18_85,VPWR,li1,44.3900,62.2530,1.799968
TAP_TAPCELL_ROW_18_84,VPWR,li1,18.6300,62.2530,1.799984
TAP_TAPCELL_ROW_17_83,VPWR,li1,57.2700,57.4260,1.799950
TAP_TAPCELL_ROW_17_82,VPWR,li1,31.5100,57.4260,1.799959
TAP_TAPCELL_ROW_16_81,VPWR,li1,44.3900,56.8130,1.799954
TAP_TAPCELL_ROW_16_80,VPWR,li1,18.6300,56.8130,1.799969
TAP_TAPCELL_ROW_15_79,VPWR,li1,57.2700,51.9860,1.799869
TAP_TAPCELL_ROW_15_78,VPWR,li1,31.5100,51.9860,1.799928
TAP_TAPCELL_ROW_14_77,VPWR,li1,44.3900,51.3730,1.799894
TAP_TAPCELL_ROW_14_76,VPWR,li1,18.6300,51.3730,1.799962
TAP_TAPCELL_ROW_13_75,VPWR,li1,57.2700,46.5460,1.799935
TAP_TAPCELL_ROW_13_74,VPWR,li1,31.5100,46.5460,1.799964
TAP_TAPCELL_ROW_12_73,VPWR,li1,44.3900,45.9330,1.799945
TAP_TAPCELL_ROW_12_72,VPWR,li1,18.6300,45.9330,1.799980
TAP_TAPCELL_ROW_11_71,VPWR,li1,57.2700,41.1060,1.799896
TAP_TAPCELL_ROW_11_70,VPWR,li1,31.5100,41.1060,1.799929
TAP_TAPCELL_ROW_10_69,VPWR,li1,44.3900,40.4930,1.799903
TAP_TAPCELL_ROW_10_68,VPWR,li1,18.6300,40.4930,1.799958
TAP_TAPCELL_ROW_9_67,VPWR,li1,57.2700,35.6660,1.799941
TAP_TAPCELL_ROW_9_66,VPWR,li1,31.5100,35.6660,1.799956
TAP_TAPCELL_ROW_8_65,VPWR,li1,44.3900,35.0530,1.799948
TAP_TAPCELL_ROW_8_64,VPWR,li1,18.6300,35.0530,1.799963
TAP_TAPCELL_ROW_7_63,VPWR,li1,57.2700,30.2260,1.799893
TAP_TAPCELL_ROW_7_62,VPWR,li1,31.5100,30.2260,1.799942
TAP_TAPCELL_ROW_6_61,VPWR,li1,44.3900,29.6130,1.799912
TAP_TAPCELL_ROW_6_60,VPWR,li1,18.6300,29.6130,1.799965
TAP_TAPCELL_ROW_5_59,VPWR,li1,57.2700,24.7860,1.799961
TAP_TAPCELL_ROW_5_58,VPWR,li1,31.5100,24.7860,1.799980
TAP_TAPCELL_ROW_4_57,VPWR,li1,44.3900,24.1730,1.799969
TAP_TAPCELL_ROW_4_56,VPWR,li1,18.6300,24.1730,1.799987
TAP_TAPCELL_ROW_3_55,VPWR,li1,57.2700,19.3460,1.799938
TAP_TAPCELL_ROW_3_54,VPWR,li1,31.5100,19.3460,1.799965
TAP_TAPCELL_ROW_2_53,VPWR,li1,44.3900,18.7330,1.799949
TAP_TAPCELL_ROW_2_52,VPWR,li1,18.6300,18.7330,1.799979
TAP_TAPCELL_ROW_1_51,VPWR,li1,57.2700,13.9060,1.799975
TAP_TAPCELL_ROW_1_50,VPWR,li1,31.5100,13.9060,1.799986
TAP_TAPCELL_ROW_0_49,VPWR,li1,57.2700,13.2930,1.799975
TAP_TAPCELL_ROW_0_48,VPWR,li1,44.3900,13.2930,1.799979
TAP_TAPCELL_ROW_0_47,VPWR,li1,31.5100,13.2930,1.799986
TAP_TAPCELL_ROW_0_46,VPWR,li1,18.6300,13.2930,1.799990
PHY_EDGE_ROW_22_Left_45,VPWR,li1,6.2100,73.4400,1.799995
PHY_EDGE_ROW_21_Left_44,VPWR,li1,6.2100,68.0000,1.799980
PHY_EDGE_ROW_20_Left_43,VPWR,li1,6.2100,68.0000,1.799980
PHY_EDGE_ROW_19_Left_42,VPWR,li1,6.2100,62.5600,1.799982
PHY_EDGE_ROW_18_Left_41,VPWR,li1,6.2100,62.5600,1.799982
PHY_EDGE_ROW_17_Left_40,VPWR,li1,6.2100,57.1200,1.799967
PHY_EDGE_ROW_16_Left_39,VPWR,li1,6.2100,57.1200,1.799967
PHY_EDGE_ROW_15_Left_38,VPWR,li1,6.2100,51.6800,1.799961
PHY_EDGE_ROW_14_Left_37,VPWR,li1,6.2100,51.6800,1.799961
PHY_EDGE_ROW_13_Left_36,VPWR,li1,6.2100,46.2400,1.799977
PHY_EDGE_ROW_12_Left_35,VPWR,li1,6.2100,46.2400,1.799977
PHY_EDGE_ROW_11_Left_34,VPWR,li1,6.2100,40.8000,1.799956
PHY_EDGE_ROW_10_Left_33,VPWR,li1,6.2100,40.8000,1.799956
PHY_EDGE_ROW_9_Left_32,VPWR,li1,6.2100,35.3600,1.799963
PHY_EDGE_ROW_8_Left_31,VPWR,li1,6.2100,35.3600,1.799963
PHY_EDGE_ROW_7_Left_30,VPWR,li1,6.2100,29.9200,1.799962
PHY_EDGE_ROW_6_Left_29,VPWR,li1,6.2100,29.9200,1.799962
PHY_EDGE_ROW_5_Left_28,VPWR,li1,6.2100,24.4800,1.799987
PHY_EDGE_ROW_4_Left_27,VPWR,li1,6.2100,24.4800,1.799987
PHY_EDGE_ROW_3_Left_26,VPWR,li1,6.2100,19.0400,1.799978
PHY_EDGE_ROW_2_Left_25,VPWR,li1,6.2100,19.0400,1.799978
PHY_EDGE_ROW_1_Left_24,VPWR,li1,6.2100,13.6000,1.799990
PHY_EDGE_ROW_0_Left_23,VPWR,li1,6.2100,13.6000,1.799990
PHY_EDGE_ROW_22_Right_22,VPWR,li1,67.3900,73.4400,1.799982
PHY_EDGE_ROW_21_Right_21,VPWR,li1,67.3900,68.0000,1.799944
PHY_EDGE_ROW_20_Right_20,VPWR,li1,67.3900,68.0000,1.799944
PHY_EDGE_ROW_19_Right_19,VPWR,li1,67.3900,62.5600,1.799960
PHY_EDGE_ROW_18_Right_18,VPWR,li1,67.3900,62.5600,1.799960
PHY_EDGE_ROW_17_Right_17,VPWR,li1,67.3900,57.1200,1.799950
PHY_EDGE_ROW_16_Right_16,VPWR,li1,67.3900,57.1200,1.799950
PHY_EDGE_ROW_15_Right_15,VPWR,li1,67.3900,51.6800,1.799868
PHY_EDGE_ROW_14_Right_14,VPWR,li1,67.3900,51.6800,1.799868
PHY_EDGE_ROW_13_Right_13,VPWR,li1,67.3900,46.2400,1.799932
PHY_EDGE_ROW_12_Right_12,VPWR,li1,67.3900,46.2400,1.799932
PHY_EDGE_ROW_11_Right_11,VPWR,li1,67.3900,40.8000,1.799893
PHY_EDGE_ROW_10_Right_10,VPWR,li1,67.3900,40.8000,1.799893
PHY_EDGE_ROW_9_Right_9,VPWR,li1,67.3900,35.3600,1.799939
PHY_EDGE_ROW_8_Right_8,VPWR,li1,67.3900,35.3600,1.799939
PHY_EDGE_ROW_7_Right_7,VPWR,li1,67.3900,29.9200,1.799892
PHY_EDGE_ROW_6_Right_6,VPWR,li1,67.3900,29.9200,1.799892
PHY_EDGE_ROW_5_Right_5,VPWR,li1,67.3900,24.4800,1.799958
PHY_EDGE_ROW_4_Right_4,VPWR,li1,67.3900,24.4800,1.799958
PHY_EDGE_ROW_3_Right_3,VPWR,li1,67.3900,19.0400,1.799936
PHY_EDGE_ROW_2_Right_2,VPWR,li1,67.3900,19.0400,1.799936
PHY_EDGE_ROW_1_Right_1,VPWR,li1,67.3900,13.6000,1.799973
PHY_EDGE_ROW_0_Right_0,VPWR,li1,67.3900,13.6000,1.799973
_338_,VPWR,li1,62.3300,19.0400,1.799936
_337_,VPWR,li1,62.3300,24.4800,1.799959
_336_,VPWR,li1,59.5700,13.6000,1.799974
_335_,VPWR,li1,60.9500,13.6000,1.799973
_334_,VPWR,li1,60.9500,24.4800,1.799959
_333_,VPWR,li1,62.3300,13.6000,1.799973
_332_,VPWR,li1,63.7100,19.0400,1.799936
_331_,VPWR,li1,16.5600,24.4800,1.799987
_330_,VPWR,li1,14.2600,29.9200,1.799962
_329_,VPWR,li1,13.3400,29.9200,1.799962
_328_,VPWR,li1,12.8800,19.0400,1.799978
_327_,VPWR,li1,18.8600,13.6000,1.799990
_326_,VPWR,li1,12.8800,19.0400,1.799978
_325_,VPWR,li1,29.4400,19.0400,1.799968
_324_,VPWR,li1,36.8000,19.0400,1.799956
_323_,VPWR,li1,22.0800,40.8000,1.799960
_322_,VPWR,li1,22.5400,40.8000,1.799960
_321_,VPWR,li1,62.1000,29.9200,1.799892
_320_,VPWR,li1,62.1000,46.2400,1.799932
_319_,VPWR,li1,62.1000,40.8000,1.799893
_318_,VPWR,li1,63.0200,19.0400,1.799936
_317_,VPWR,li1,40.2500,51.6800,1.799908
_316_,VPWR,li1,62.1000,51.6800,1.799868
_315_,VPWR,li1,60.0300,68.0000,1.799944
_314_,VPWR,li1,61.1800,62.5600,1.799960
_313_,VPWR,li1,48.3000,68.0000,1.799949
_312_,VPWR,li1,40.2500,68.0000,1.799957
_311_,VPWR,li1,27.6000,62.5600,1.799979
_310_,VPWR,li1,30.5900,51.6800,1.799934
_309_,VPWR,li1,31.9700,35.3600,1.799956
_308_,VPWR,li1,38.1800,19.0400,1.799956
_307_,VPWR,li1,51.9800,46.2400,1.799937
_306_,VPWR,li1,48.3000,19.0400,1.799944
_305_,VPWR,li1,35.4200,29.9200,1.799931
_304_,VPWR,li1,39.5600,24.4800,1.799971
_303_,VPWR,li1,61.1800,24.4800,1.799959
_302_,VPWR,li1,11.0400,40.8000,1.799956
_301_,VPWR,li1,13.8000,51.6800,1.799961
_300_,VPWR,li1,12.4200,57.1200,1.799967
